video_path,anonymized,temp_res_text
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/2_24_01.mp4,Substitution. [PLAYER] did his best and is replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City/2_06_23.mp4,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,"[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/1_12_20.mp4,[PLAYER] ([TEAM]) fails to send a pass into the box as his effort is cut out. The referee and one of his assistants signal for a corner kick to [TEAM].,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and gleefully rifles the ball low inside the left post. It's 1:0.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/1_20_30.mp4,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul. [TEAM] have been awarded a free kick.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/2_04_17.mp4,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/2_15_18.mp4,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] will have a chance to score from a corner kick.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/1_38_23.mp4,"[PLAYER] slides a brilliant pass into [PLAYER] ([TEAM]), but his shot from inside the box goes a whisker over the crossbar.","Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 0:1."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/2_30_36.mp4,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/2_33_50.mp4,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/1_22_41.mp4,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-05-06 - 17-00 Leicester 3 - 0 Watford/1_37_19.mp4,"[PLAYER] ([TEAM]) takes the free kick from the edge of the box, but the goalkeeper perfectly sets up the defensive wall and his effort is thwarted. The linesman makes the right call and [TEAM] will have a corner.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/2_13_57.mp4,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol/2_12_42.mp4,"[PLAYER] ([TEAM]) takes the corner and sends it into the penalty area, but the opposition's defence is ready and makes a good clearance.","[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/1_27_53.mp4,"[PLAYER] ([TEAM]) attempts to scoop the ball into the box over the defence, but one of the defending players makes a timely intervention.","[PLAYER] ([TEAM]) takes a shot from the edge of the box, but it's not a big threat for the goalkeeper as his effort is blocked by a defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-03-10 - 22-45 Real Madrid 3 - 4 Schalke/1_24_24.mp4,[PLAYER] ([TEAM]) takes the ball to the corner flag and sends it into the box.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol/1_44_10.mp4,"[PLAYER] ([TEAM]) plays a one-two with [PLAYER], but the move breaks down.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City/1_13_49.mp4,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2_34_23.mp4,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play and [TEAM] have been awarded a corner kick.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/1_39_22.mp4,"[REFEREE] blows the whistle, [PLAYER] ([TEAM]) is penalised for a foul.",[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/1_14_33.mp4,"The game is interrupted, a clear handball by [PLAYER] ([TEAM]). It's a free kick to [TEAM], but they probably won't attempt a direct shot on goal from here.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-22 - 21-45 Real Madrid 1 - 0 Atl. Madrid/2_21_49.mp4,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play. [TEAM] will take a throw-in.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/2_40_55.mp4,[PLAYER] ([TEAM]) scores a marvellous goal! He smashed a direct free kick from 25 metres into the middle of the net. The normally comfortable situation became a problem for the goalkeeper as the ball slipped behind his back.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/1_33_19.mp4,"[PLAYER] ([TEAM]) is first to the rebound but his shot is blocked. Wow, what an escape there for the opposition.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina/1_25_01.mp4,"What a great touch by [PLAYER] ([TEAM])! He picks up a precise pass on the edge of the box and immediately unleashes a shot on goal. His effort, however, only rattles the right post. What an unlucky moment for him.","[PLAYER] ([TEAM]) takes a shot from the edge of the box, but it's not a big threat for the goalkeeper as his effort is blocked by a defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/1_23_54.mp4,"[PLAYER] ([TEAM]) attempted to pick out a free teammate inside the box, but [PLAYER] comes off the line to clear the ball away.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/2_13_57.mp4,[PLAYER] ([TEAM]) will try to find the head of one of his teammates from a corner kick.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_18_14.mp4,"[PLAYER] ([TEAM]) sends in a cross from a long-range free kick. However, his effort lacks accuracy and the ball sails off the pitch.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-03 - 19-30 Chelsea 1 - 3 Southampton/2_30_27.mp4,"[PLAYER] ([TEAM]) collects a brilliant pass inside the box and finds himself in a goal scoring opportunity. He takes a shot, but the effort is well blocked by one of the defending players. It will be a corner kick for [TEAM].","[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-01 - 20-45 Besiktas 1 - 1 Napoli/1_33_36.mp4,"Flag up against [PLAYER] ([TEAM]). He had space to move into behind the defence, but he went too soon.",Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/2_18_41.mp4,"[PLAYER] ([TEAM]) gets himself into a promising goalscoring position, but he blazes the ball high over the crossbar.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol/1_36_35.mp4,"[PLAYER] ([TEAM]) controls a cross inside the six-yard box, but sends his shot slightly wide of the right post.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/2_29_33.mp4,"[PLAYER] sprays a wonderful pass out to [PLAYER] ([TEAM]), who cannot get enough power or direction to cause [PLAYER] problems and the goalkeeper is able to watch the ball go just wide of the right post.","[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/2_29_28.mp4,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/2_34_16.mp4,It is time for a substitution. [PLAYER] ([TEAM]) is on for [PLAYER].,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_24_58.mp4,"[PLAYER] doesn't have to worry about this one. [PLAYER] plays a pass into the feet of [PLAYER] ([TEAM]), who is unable to find the target as his effort from inside the box goes well wide of the right post.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2_17_58.mp4,It will be a substitution. [PLAYER] ([TEAM]) is ready to enter the pitch as [PLAYER] walks off.,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/1_13_16.mp4,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will send the ball into the penalty box.
